datasize_list,ssdp_mr,ssdp_std,socp_mr,socp_std,socpeig_mr,socpeig_std,LTR_mr,LTR_std,RTR_mr,RTR_std
100,-0.710895287064356,0.215219596741047,-1.59240972355391,0.02874034807332,-2.91131400682352,0.0577771977406228,-2.6893161719234,0.0142767725614122,-1.46743744531451,0.0596113160949426
110,-0.805749153750026,0.132186995541136,-1.61591848846236,0.0702069916611016,-2.96380202782808,0.0603412221838435,-2.68969489416253,0.0157170337801338,-1.48130425724321,0.0236884196154319
120,-0.796321486491023,0.129954449884077,-1.6195785658612,0.0522726230993413,-2.90684427969569,0.0462047533936589,-2.69293962477558,0.0109709228727918,-1.48016514549927,0.016123889649373
130,-0.783136827687513,0.149749439111247,-1.64240898820554,0.060913068974862,-2.90052545985893,0.054999101325813,-2.6940494626522,0.00989265317056027,-1.475302029973,0.0491622295450059
140,-0.856745965486108,0.0256310338564874,-1.62250390921225,0.0664959919547172,-2.90939590906551,0.0387400755927931,-2.69879616895192,0.0122532540551165,-1.45126317275324,0.0581307903720475
150,-0.825290105273224,0.0799922387387012,-1.6246461448166,0.0694880845909533,-2.92355697244237,0.0528951405676985,-2.69622119452359,0.025520011872763,-1.49055082699531,0.0383823116997684
160,-0.879187538472661,0.0312518525785979,-1.62248270637889,0.0659510055376115,-2.90166144458923,0.048825011670368,-2.68111654720052,0.0153001447955908,-1.47565701492148,0.0504780675953994
170,-0.857228842757813,0.0275029094118395,-1.61194302606518,0.0822788559744718,-2.94274079180743,0.0627336258346697,-2.67832211563309,0.0142127204407397,-1.51453794271832,0.0424954125059586
180,-0.818729570237073,0.0897638930281148,-1.58745665579275,0.0608727319121866,-2.89706821071777,0.0614706822930603,-2.67001265421809,0.0192504154023031,-1.48091608902,0.0369953179340894
190,-0.821531819821609,0.097915182762343,-1.6167079213287,0.0708570355080387,-2.9078012848062,0.0513704811476558,-2.68915919896873,0.00735914569883751,-1.48001596759884,0.0254362622389501
200,-0.810142539458291,0.111658020778708,-1.59800157312001,0.0684031891865909,-2.88892148129841,0.0434653774995985,-2.67039360287682,0.013657006532616,-1.47169926427046,0.0566106467473275
210,-0.782414015358047,0.164561083147483,-1.58371751313119,0.0368633384904318,-2.91539839513591,0.0609552566023855,-2.66866191563686,0.0208876243783155,-1.49149325503281,0.0560559385202407
220,-0.858742301513268,0.0439986190440228,-1.6173373773491,0.052269474824405,-2.91782730144631,0.0677104174004905,-2.67580774078609,0.014537006966479,-1.48067781648734,0.0584966344600874
230,-0.795184115352421,0.168067372725687,-1.57437840713484,0.0548913023218293,-2.90117731508864,0.0684080165953966,-2.66942882284282,0.0225242697665029,-1.48328368736383,0.0479043516347283
240,-0.732583491409926,0.174538059079144,-1.615421211556,0.0766099276472404,-2.91111628911184,0.0388877924988371,-2.66592492223534,0.0118731239331856,-1.46075537444267,0.0712200941062761
250,-0.804723002834374,0.149386596092149,-1.61221864574729,0.061261648277106,-2.94342880402893,0.07741176209823,-2.66498197679734,0.021903046408162,-1.48871871320028,0.0197408707638584
260,-0.862727263117775,0.0139268669347147,-1.58112731738867,0.0417871228327872,-2.94457766477106,0.0526464070745808,-2.66401702467825,0.0234694979953248,-1.45428239892456,0.0608911347740994
270,-0.802650656084793,0.134541646501087,-1.57872793475418,0.0794131817518101,-2.9380432625389,0.0492126255412944,-2.66874222847806,0.0152284514161954,-1.50193119294483,0.0252797086271434
280,-0.869325957537119,0.0160364513028117,-1.60610972868919,0.099635877060376,-2.9234808665043,0.0746850470892388,-2.6621958366993,0.0211159594929553,-1.49169522230903,0.0566843639992615
290,-0.838486737110621,0.0979599774385332,-1.59453945916947,0.0569252467837712,-2.92535221122954,0.0667067483041506,-2.65661838104994,0.0167553962423862,-1.49807591217338,0.0259890474253249
300,-0.832992253852654,0.11030107275591,-1.57637942830414,0.0993897846807802,-2.90664547612485,0.0400268055634883,-2.66091057133906,0.016905832586528,-1.50571400094457,0.0190412170340044
