datasize_list,ssdp_mr,ssdp_std,socp_mr,socp_std,socpeig_mr,socpeig_std,LTR_mr,LTR_std,RTR_mr,RTR_std
5000,-0.211002221430209,0.0318763776539244,-1.13189705803884,0.0965654578721844,-2.26931652038764,0.0364828368310492,-1.84107990523102,0.0329491517268613,-1.07823407817477,0.0377609737369768
10000,-0.200234240659039,0.0179469493222089,-1.10136322977882,0.131848984305239,-2.28731227385182,0.0343708869161068,-1.51731549279397,0.0196184416620176,-0.999850946668478,0.0201983971721193
15000,-0.171961400629382,0.0247513539653324,-1.04009787348247,0.0670150841544476,-2.24903215004689,0.0339909913590822,-1.35551076789976,0.0244608317902031,-0.940116513824822,0.022268364891748
20000,-0.170271142328169,0.0186867313625175,-1.01176688293871,0.0624131458428066,-2.2726676667391,0.0219188600679634,-1.25868142875409,0.0277399631525448,-0.893399434330229,0.0222867806995191
25000,-0.169077945495586,0.0153471148049671,-0.91391098568413,0.0730952961396415,-2.27105645578942,0.0210434256463779,-1.1620943932302,0.0273708166775959,-0.843467430299536,0.0174892994464363
30000,-0.201748102396686,0.0318799132407157,-0.920314176479322,0.0526836911108723,-2.26050242618907,0.0215816903196594,-1.0764774660437,0.0222315711892609,-0.821097378363754,0.0243494342919734
35000,-0.184842164153514,0.0273119787755598,-0.92980406693309,0.0531084792514736,-2.24626452692921,0.0291874101279817,-1.01772204255392,0.0208529528244029,-0.764271844336524,0.0137993797403939
40000,-0.172569978842041,0.00753553024260617,-0.893312808808414,0.0436921048722884,-2.25215698096687,0.0229244984905134,-0.960233454017398,0.0201865669726437,-0.75813219468261,0.0278445170042088
45000,-0.174309021259737,0.00612611256171245,-0.854718364346301,0.0817020087903544,-2.26625478922485,0.0226223762616615,-0.912186895527109,0.0208821679835136,-0.72299517065634,0.0170987154328112
50000,-0.171501939929216,0.00728021410141872,-0.80123027567747,0.0346086876857506,-2.27721193774545,0.0186418508430712,-0.872711917743426,0.0179090467810017,-0.695870946473453,0.0108362184050148
